Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MZ636790,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM20-55,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-08-29
MZ636791,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM20-56,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-08-31
MZ636792,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM20-65,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-09-22
MZ636793,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM20-74,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-10-03
MZ636794,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM20-83,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-10-09
MZ636795,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM20-89,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-10-20
MZ636796,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM20-93,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-10-26
MZ636797,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM20-94,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-10-30
MZ636798,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM20-96,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-11-03
MZ636799,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM20-101,Dengue virus,ssRNA(+),1485,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2020-11-13
MZ636801,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2A-TM19-13,Dengue virus,ssRNA(+),10711,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2019-11-19
MZ636802,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM19-26,Dengue virus,ssRNA(+),10711,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2019-11-24
MZ636803,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM19-37,Dengue virus,ssRNA(+),10711,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2019-11-28
MZ636804,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM19-41,Dengue virus,ssRNA(+),10711,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2019-11-30
MZ636805,"Poltep,K., Phadungsombat,J., Nakayama,E.E., Kosoltanapiwat,N., Hanboonkunupakarn,B., Wiriyarat,W., Shioda,T., Leaungwutiwong,P.","Mahidol-Osaka Center for Infectious Diseases (MOCID), Faculty of Tropical Medicine, Mahidol University",Thailand,2021-10-08T00:00:00Z,DV2C-TM19-80,Dengue virus,ssRNA(+),10711,Thailand: Bangkok,Thailand,,Homo sapiens,blood,2019-12-30
MZ312931,"Jagtap,S., Pattabiraman,C., Sankaradoss,A., Pandit,A., Nisheetha,A., Krishna,S., Roy,R., Gadepalli,R.","Indian Institute of Science, Chemical Engineering",India,2021-09-28T00:00:00Z,FT_AJ_34_S73_R3_DENV2_Cosmopolitan_India,Dengue virus,ssRNA(+),10591,India,India,,Homo sapiens,blood,2017-10-09
MT754366,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,YN2,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754367,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,YN3,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754368,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,YN7,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754369,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,YN19,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754370,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,MY1,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754371,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,MY4,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
MT754372,"Long,S.Y.","Institute of Medical Biology, Chinese Academy of Medical Sciences, Molecular Epidemiology Joint Disease Laboratory",China,2021-09-25T00:00:00Z,MY10,Dengue virus,ssRNA(+),10648,"China: Xi Shuang Ban Na,Yunnan",China,,Homo sapiens,blood,2019-10-24
OK048579,"Dafalla,O.M., Eisa,Z.M.","Saudi Public Health Authority (Jazan), Molecular Biology",Saudi Arabia,2021-09-13T00:00:00Z,SAPH - Jazan,Dengue virus,ssRNA(+),449,Saudi Arabia,Saudi Arabia,,Homo sapiens,blood,2019-08-20
MW730814,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB64_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10581,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730815,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,B156_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730816,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB63_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10580,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730817,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB151_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10580,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730818,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB158_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730819,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB81_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730820,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB97_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730821,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB159_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730822,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB157_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730823,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB80_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730824,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB121_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730825,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB107_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730826,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB62_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730827,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB160_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730828,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqL15_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730829,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqL21_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730830,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqL10_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730831,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqL13_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730832,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB86_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10583,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730833,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqL3_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10583,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730834,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqD30_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10580,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730835,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqD24_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730836,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqD3_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10580,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730837,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqD13_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730838,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqD17_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW730839,"Ngwe Tun,M.M., Pandey,K., Nabeshima,T., Kyaw,A.K., Adhikari,M., Raini,S.K., Inoue,S., Dumre,S.P., Pandey,B.D., Morita,K.","Nagasaki University, Department of Virology",Japan,2021-09-10T00:00:00Z,SeqB102_DENV2_CONSENSUS,Dengue virus,ssRNA(+),10584,Nepal,Nepal,,Homo sapiens,blood,2017-07
MW648216,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-001,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-09-12
MW648217,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-005,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-09-12
MW648218,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-006,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-09-12
MW648219,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-010,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-09-12
MW648220,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-012,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-09-12
MW648221,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-014,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-02
MW648222,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-017,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-02
MW648223,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-024,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-12
MW648224,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-027,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-12
MW648225,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-028,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-12
MW648226,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,MLN-032,Dengue virus,ssRNA(+),1485,Indonesia: Malinau,Indonesia,,Homo sapiens,blood,2018-10-13
MW648227,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,TRK-057,Dengue virus,ssRNA(+),1485,Indonesia: Tarakan,Indonesia,,Homo sapiens,blood,2019-01-29
MW648228,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,TRK-068,Dengue virus,ssRNA(+),1485,Indonesia: Tarakan,Indonesia,,Homo sapiens,blood,2019-02-01
MW648229,"Sasmono,R.T., Sutjianto,A., Santoso,M.S., Sriwedari,K., Yohan,B., Mayasanti,E., Hayati,R.F., Denis,D.","Eijkman Institute for Molecular Biology, Dengue Research Unit",Indonesia,2021-09-01T00:00:00Z,TRK-167,Dengue virus,ssRNA(+),1485,Indonesia: Tarakan,Indonesia,,Homo sapiens,blood,2018-11-24
MZ841823,"Yadav,A.K., Siddiqui,A., Moun,A., Narayan,A., Kumar,A., Biswas,D., Kanwar,J.R., Chowdhary,R.","All India Institute Of Medical Sciences (AIIMS), Department of Biochemistry",India,2021-08-25T00:00:00Z,AKY_97,Dengue virus,ssRNA(+),319,India: Bhopal,India,,Homo sapiens,blood,2019-10-06
MZ841824,"Yadav,A.K., Siddiqui,A., Moun,A., Narayan,A., Kumar,A., Biswas,D., Kanwar,J.R., Chowdhary,R.","All India Institute Of Medical Sciences (AIIMS), Department of Biochemistry",India,2021-08-25T00:00:00Z,AKY_58,Dengue virus,ssRNA(+),392,India: Bhopal,India,,Homo sapiens,blood,2019-10-06
MZ841825,"Yadav,A.K., Siddiqui,A., Moun,A., Narayan,A., Kumar,A., Biswas,D., Kanwar,J.R., Chowdhary,R.","All India Institute Of Medical Sciences (AIIMS), Department of Biochemistry",India,2021-08-25T00:00:00Z,AKY_46,Dengue virus,ssRNA(+),428,India: Bhopal,India,,Homo sapiens,blood,2019-10-06
MZ841826,"Yadav,A.K., Siddiqui,A., Moun,A., Narayan,A., Kumar,A., Biswas,D., Kanwar,J.R., Chowdhary,R.","All India Institute Of Medical Sciences (AIIMS), Department of Biochemistry",India,2021-08-25T00:00:00Z,AKY_61,Dengue virus,ssRNA(+),410,India: Bhopal,India,,Homo sapiens,blood,2019-10-06
MZ841827,"Yadav,A.K., Siddiqui,A., Moun,A., Narayan,A., Kumar,A., Biswas,D., Kanwar,J.R., Chowdhary,R.","All India Institute Of Medical Sciences (AIIMS), Department of Biochemistry",India,2021-08-25T00:00:00Z,AKY_76,Dengue virus,ssRNA(+),392,India: Bhopal,India,,Homo sapiens,blood,2019-10-06
